Rank,Name,Breed,Gender,Age,End_Of_Watch,Day_Of_Week,Cause,Department,State,Tour,Weapon,Offender,Summary
K9,Blue,Bluetick Coonhound mix,Male,1.0,2015-01-10,Saturday,Fire,"Georgetown County Sheriff's Office, South Carolina",South Carolina,,,,K9 Blue died after suffering serious burns as the result of a fire at the Georgetown County Sheriff's Office kennel located at 430 North Fraser Street.Responding fire personnel were able to extinguish the fire and rescue several other tracking bloodhounds. Blue suffered serious burns and was taken to an emergency animal hospital where he was euthanized two days later.The kennel was being renovated at the time and it is believed that an electrical fire started after one of the canines chewed through wire.Blue was a Bluetick Coonhound mix and had served with the Georgetown County Sheriff's Office for seven months.
K9,Koa,Belgian Malinois,Female,,2015-10-16,Friday,Struck by vehicle,"Lander Police Department, Wyoming",Wyoming,,,,K9 Koa died from injuries sustained five days earlier while conducting a training exercise.Koa inadvertently ran into the path of a moving vehicle during the training and suffered several injuries. She was taken to a veterinary hospital in Colorado where she was put down after her condition worsened and it was determined she could not recover.K9 Koa was an explosives detention canine who was owned by the Wyoming Department of Homeland Security and provided to the Lander Police Department.
K9,Fritzie,Belgian Malinois,Female,1.0,2015-03-12,Thursday,Drowned,"Bath Police Department, West Virginia",West Virginia,,,,"K9 Fritzie drowned as the result of a crash in which the patrol car she was riding in left the roadway and submerged in Sleepy Creek Channel at approximately 10:00 pm.Fritzie's handler was returning to Berkeley Springs after assisting the Morgan County Sheriff's Office serve a felony warrant. The patrol car struck a patch of gravel in the travel lane, left the roadway, and entered the channel. Her handler was able to escape the cruiser before it became totally submerged in the water.Despite repeated efforts by her handler and other responding personnel, K9 Fritzie drowned.Fritzie had served with the Town of Bath Police Department for one year."
K9,Pepper,Dutch Shepherd,Male,2.0,2015-01-28,Wednesday,Gunfire,"Wise County Sheriff's Office, Texas",Texas,3 months,Gun; Unknown type,Shot and killed,"K9 Pepper was shot and killed while tracking a subject near the Wise County - Montague County line.Pepper and his handler had been called to assist Montague County sheriff's deputies and Bowie police officers who had attempted to stop a man wanted on several warrants. The man fled into a wooded area near the intersection of Pickett Run Road and Aujla Road, near Sunset, Texas.The man opened fire on Pepper and five officers when Pepper located him hiding in a pile of leaves. The officers returned fire, killing the subject.K9 Pepper had served with the Wise County Sheriff's Office for several months."
K9,Zeke,Unknown Breed,Male,7.0,2015-07-23,Thursday,Heatstroke,"Muldrow Police Department, Oklahoma",Oklahoma,,,,K9 Zeke died from heat exhaustion after the air conditioner in handler's patrol car malfunctioned.His handler was inside the police station working on a case for an extended period of time. Zeke had been left in the handler's patrol car with the air conditioner running. His handler returned to the patrol car approximately 90 minutes later and discovered the air conditioner blowing hot air. Zeke was found deceased in the vehicle.Zeke had served with the Muldrow Police Department for four years.
K9,Dutch,Dutch Shepherd,Male,3.0,2015-09-05,Saturday,Training accident,"Minneapolis Police Department, Minnesota",Minnesota,,,,K9 Dutch died after accidentally ingesting a lacrosse ball during a training exercise.The ball became lodged in Dutch's throat and his handler was not able to remove it. The ball was eventually freed by a veterinarian but they were unsuccessful in reviving Dutch.
K9,Harry,Belgian Tervuren,Male,6.0,2015-03-28,Saturday,Automobile crash,"Audubon County Sheriff's Office, Iowa",Iowa,,,,K9 Harry succumbed to injuries sustained when his handler's patrol car crashed the previous night while responding to assist deputies in Cass County.The patrol car went off the roadway along a curve on Lark Avenue. His handler suffered minor injuries.K9 Harry had served with the Audubon County Sheriff's Office for five years. 
K9,Zane,Bloodhound,Male,5.0,2015-07-16,Thursday,Heatstroke,"Conyers Police Department, Georgia",Georgia,,,,K9 Zane died as the result of heat exhaustion after being accidentally left in his handler's patrol car in Rockland County.His handler had gone home sick and inadvertently left Zane in the vehicle. He discovered Zane in the vehicle seven hours later.Zane had served with the Conyers Police Department for four years.
K9,Mako,Unknown Breed,Male,9.0,2015-02-19,Thursday,Animal related,"Cleveland County Sheriff's Office, North Carolina",North Carolina,7 years,,,"K9 Mako died of injuries sustained three months earlier when he was attacked by another dog while helping members of the agency's Vice/Narcotics Division serve a warrant near Shelby, North Carolina.As Mako and his handler searched the outside of the home, a dog that lived on the property attacked him. Mako was immediately taken to an emergency animal hospital and underwent surgery. He never fully recovered and died on February 19th, 2015, as a result of the injuries.K9 Mako had served with the Cleveland County Sheriff's Office for seven years."
K9,Jimmy,German Shepherd,Male,2.0,2015-04-18,Saturday,Struck by vehicle,"King County Sheriff's Office, Washington",Washington,6 months,,,"K9 Jimmy was struck and killed by a tractor trailer on State Route 99, in Tukwila.His handler was conducting off-leash exercises with Jimmy in Cecil Moses Memorial Park during their shift at approximately 1:00 am. Jimmy was able to get through a break in a chain link fence and ran onto the roadway, where he was struck.Jimmy had served with the King County Sheriff's Office for six months. He certified March 27th, 2015, had secured his first capture within 50 hours of certification."
K9,Kojack,Bloodhound,Male,,2015-08-25,Tuesday,Heatstroke,"Maryland Division of Correction, Maryland",Maryland,,,,"K9 Kojack and K9 Dingo both succumbed to heat exhaustion when the air conditioner in a vehicle failed.Both canines were at the Baltimore City Detention Center to assist with the movement of inmates from that facility, which is being permanently closed, to other Maryland Division of Correction facilities. They had been placed in the vehicle while their handlers tended to other duties."
K9,Igor,German Shepherd,Male,4.0,2015-04-21,Tuesday,Heatstroke,"Kissimmee Police Department, Florida",Florida,"1 year, 4 months",,,K9 Igor died after accidentally being left in a patrol car at the city's automobile service center.His handler had been issued a spare patrol car while his normal canine vehicle was in the shop. He returned to the shop at the end of the day and transferred his equipment to his normal vehicle but forgot to move Igor. He realized that Igor was still in the vehicle several hours later and discovered him deceased.Igor had served with the Kissimmee Police Department for 16 months.
K9,Hyco,Unknown Breed,Male,7.0,2015-10-21,Wednesday,Gunfire,"Anderson County Sheriff's Office, South Carolina",South Carolina,,Handgun,,"K9 Hyco was shot and killed while tracking a suspect who fled on foot following a vehicle pursuit.Multiple subjects had carjacked a vehicle and then lead deputies on a pursuit before crashing the vehicle on the 100 block of New Prospect Church Road. The subjects ran into a wooded area where they were confronted by Hyco and his handler. The subject opened fire, striking Hyco as he protected his handler.The subject who shot K9 Hyco was arrested and charged with attempted murder of a law enforcement officer and shooting a police canine.K9 Hyco had served with the Anderson County Sheriff's Office for six years."
K9,Chewbacca,Unknown Breed,Male,,2015-06-15,Monday,Animal related,"Hancock County Sheriff's Office, Mississippi",Mississippi,,,,K9 Chewbacca died after being bit by a venomous snake while he and his handler were on patrol.His handler immediately transported him for treatment at a local vet but he was unable to recover.
